mjd,i,err_i,r,err_r,z,err_z,g,err_g
56990.76436781609,22.38447853776961,0.06512122550602999,22.504171548448255,0.058640955799658036,22.824707032018978,0.06856604296781668,23.262890793612712,0.08660375648420536
56993.81034482759,22.410991151559358,0.06498985177671603,22.530244306974055,0.05899138794414539,22.851846610778864,0.06836062648443658,23.28829666047784,0.0878842118508118
56996.85632183908,22.437777784830985,0.06544960445169036,22.556650064506016,0.06001685017692432,22.879255160678667,0.0687387439571617,23.314199623638274,0.08977027971818846
56999.902298850575,22.464599397194547,0.06657655602984688,22.58314807597702,0.061762048381253265,22.906689017593862,0.06978145614814803,23.340349687800085,0.09224876823999238
57002.94827586207,22.491187035013752,0.06833254326240687,22.609467352021227,0.06414317673123135,22.933874046910887,0.0714577817211931,23.366465138916226,0.09521947795962257
57005.99425287356,22.517242574498653,0.07056377699483025,22.635307409769098,0.06695810616834097,22.960506400555403,0.07362140613356287,23.392233330201805,0.09850157015335366
57009.04022988506,22.542439728353088,0.07302518639261307,22.660339289279023,0.06992076032682246,22.986253542639815,0.07603302832764064,23.41731174454037,0.10185293481026889
57012.08620689655,22.56642530994634,0.07542002881456324,22.684206829527056,0.07270458033937796,23.010755537577552,0.07839903985732864,23.441329326929463,0.1049973263321164
57015.13218390805,22.588820746868407,0.0774443917612464,22.706528195743942,0.07498518562109531,23.033626592375015,0.08041646236022477,23.463888078435502,0.1076555562971969
57018.17816091954,22.609223833703027,0.0788335458262335,22.72689764785423,0.0764822796047034,23.054456842731156,0.08182064125893668,23.484564900985333,0.10958060765544898
57021.224137931036,22.627210711896907,0.07941587858326861,22.744887537804743,0.07700942827400102,23.072814370597598,0.08244076653023744,23.502913680297524,0.11060061142977218
57024.27011494253,22.64233806276394,0.07918770281533356,22.76005052171189,0.0765474886035124,23.08824743896821,0.08227586171137807,23.518467592327,0.11067765216445452
57027.316091954024,22.654145497929903,0.07842755379313163,22.77192197101573,0.07536446346124773,23.100286927893762,0.08160887638503052,23.530741616777277,0.10999387226749562
57030.362068965514,22.662158129913507,0.07786233663898211,22.780022565205172,0.07420278620358108,23.108448954096218,0.08116956312148639,23.539235239568825,0.10907563060540446
57033.40804597701,22.6658893040767,0.07884380637659025,22.783861047211246,0.07450037527166857,23.11223765504394,0.08230412676266405,23.543435324602797,0.10894741713061677
57036.4540229885,22.66484347185866,0.08334366638806313,22.78293712122587,0.07842162073812714,23.11114811701725,0.08696872981065734,23.54281913379816,0.11124044196868343
57039.5,22.658519184044735,0.093480057808695,22.776744471547772,0.08830405021665264,23.104669425510167,0.0972775935428449,23.536857473148473,0.1180689597214671
