mjd,V,err_V,R,err_R,I,err_I,B,err_B,U,err_U
56241.94827586207,22.031719771080134,0.03954354978767525,21.29896561946134,0.035260347200226874,20.71440472066115,0.04417448127645591,23.441124625938755,0.0726111516462556,23.558636994550398,0.10320974594079278
56245.03448275862,22.146919655374404,0.04124852912640332,21.409162844323873,0.03715297321426497,20.815562180703637,0.05540686527713093,23.55843619175812,0.08741172684067544,23.6865759178836,0.11107001630561017
56248.120689655174,22.260283447693837,0.043306776277305094,21.51864360098807,0.03954977639497121,20.921635495046758,0.06823723754404501,23.67883264532884,0.10473590398153718,23.80827068727649,0.12072149109054693
56251.206896551725,22.370969446306844,0.04554951143308074,21.626560954505294,0.04223853201882095,21.031063900645677,0.08078933836843061,23.800347398658232,0.12151626897731196,23.922901923569952,0.13225228116943255
56254.293103448275,22.478171513685083,0.047867631443187696,21.73209825167305,0.045057977931690855,21.14203143632767,0.09210876018655623,23.92060428622699,0.13618175862160525,24.02967967744371,0.14574891029102968
56257.379310344826,22.581134640090568,0.05027606725066829,21.83448468738152,0.04795945942494616,21.25263866249952,0.10189335681554695,24.03708695406658,0.1483377768279739,24.127872698064493,0.16132020958725665
56260.46551724138,22.67916507664995,0.05296321777859939,21.933005549655718,0.05104786952262564,21.36106693090278,0.11031340524633818,24.147399044963095,0.15848894553627105,24.216832002006413,0.17910580863835293
56263.55172413793,22.771634697123773,0.05631694752171029,22.027006805193196,0.054602972611819844,21.465708779535817,0.11785720039469741,24.249472378754035,0.16776565965554094,24.29600591894905,0.19927095068845685
56266.637931034486,22.857979558041734,0.06090817613689566,22.115893992577185,0.05907350455657988,21.565247973499936,0.12517539965982244,24.341696339363807,0.17759716430747352,24.36494502201367,0.2219935830120382
56269.724137931036,22.937692928329852,0.06741576784551125,22.199125687297055,0.06503367319156649,21.658684600680317,0.13294011046956816,24.42296085969656,0.189354153693716,24.423296759875484,0.2474507766690691
56272.81034482759,23.01031333969695,0.07651169070357815,22.276202078171536,0.07310750435092887,21.74531116454955,0.14175316862009965,24.492622381699675,0.20406268443885764,24.470790867907,0.27581042711543124
56275.89655172414,23.075408454602893,0.08877074706765133,22.346649436760345,0.08389542054151676,21.82465265364135,0.15212927365341913,24.550413484135333,0.22230133156232235,24.50721752995196,0.3072319348023787
56278.98275862069,23.132555750658412,0.10466138352874715,22.41000146004035,0.09794648830447769,21.89638642760565,0.1645498500821846,24.596321412398538,0.2443006783197138,24.53240071729897,0.3418770919787756
56282.06896551724,23.1813211702206,0.12461031654227166,22.465778614377996,0.11578909800976965,21.960256979074984,0.17955429877695817,24.630459389422867,0.2701522227359747,24.546169191029094,0.3799303211199918
56285.15517241379,23.22123697713687,0.14909014511997906,22.513466700583194,0.13799387232642163,22.01599743386032,0.1978263372704769,24.652949331162745,0.30000919337300347,24.548327431087273,0.4216259252381755
56288.24137931035,23.251780096496077,0.17868847566102528,22.55249589326513,0.16523264857708816,22.063265410176882,0.22024461003129708,24.663827666745874,0.3342163920267507,24.538628379180864,0.4672790134654999
56291.3275862069,23.272352188195327,0.21414391980114553,22.582221483198282,0.1983119588081799,22.101596705261727,0.2478860345060201,24.662979218902365,0.3733650742517933,24.51674946210869,0.5173160597465164
56294.41379310345,23.282262624042232,0.25635031680044024,22.601907471651884,0.23817627803783767,22.130376942287285,0.2819872818174368,24.650098716561388,0.41829413820468064,24.4822729693808,0.572300552877461
56297.5,23.28071540636347,0.306335653370055,22.61071403608571,0.2858858891651672,22.148829108865357,0.3238804990097748,24.624676001728403,0.470058500987747,24.434671529363868,0.6329490186757625
