mjd,r,err_r,g,err_g,i,err_i,V,err_V,B,err_B,R,err_R
56854.82467532468,21.165520759693543,0.380140336082107,20.974784456879895,0.35158163292032807,21.252023271527605,0.4035780703957842,21.214482810510084,0.3142682194625311,21.475154914784017,0.3303071624212727,20.935185090294603,0.3302662202181053
56857.87662337662,21.21088404512414,0.3965398950373168,21.03292438236919,0.36890358467130074,21.30070727500423,0.4225177657579201,21.25771840995577,0.3253793727742304,21.52372998597248,0.34475898750966083,20.98375129636977,0.3447117446126516
56860.92857142857,21.253702319415705,0.4084452159313755,21.090205091080314,0.3829914410275975,21.346787391862364,0.4367940695199135,21.2992988504215,0.33319722452712985,21.570607135340587,0.35558284989079564,21.030619704701813,0.3555298265862993
56863.98051948052,21.293531167427936,0.4148325143793892,21.146099579249636,0.39282298330130444,21.389764232441962,0.44525346469277555,21.338841652072993,0.3369789784430194,21.61533157600057,0.36185213766101587,21.0753356555483,0.3617941813365753
56867.03246753247,21.329933920468044,0.41469716219225533,21.20003205162901,0.39728787348882527,21.429141050459624,0.44675304117085407,21.37595952718985,0.3359784617257068,21.65743436528618,0.3626083771000773,21.1174303499292,0.36254670712699844
56870.08441558442,21.36249707816573,0.40711617829975644,21.25138809067121,0.3952326361494782,21.464441492513366,0.4402360088318532,21.410271150395076,0.3294837370096542,21.69644533454061,0.3569049323450466,21.15643377545456,0.35684116738604454
56873.13636363636,21.390846981747664,0.39132296970158836,21.299529797079213,0.38553058436104215,21.495229326135394,0.42482495092611067,21.441413468157904,0.31686487171098204,21.731908618103386,0.3438625490976624,21.191890229333342,0.34379870871112345
56876.18831168831,21.41466662321517,0.3667952730936527,21.343816096252496,0.36718320379733993,21.521128834706403,0.3999347350386314,21.46905497581774,0.2976341428329958,21.763400134257232,0.3227357350541213,21.22337579145363,0.32267420917769446
56879.24025974026,21.433711235151172,0.3333654574542993,21.38362777407172,0.3394657849548513,21.541844194624865,0.3654171815175626,21.49290916139208,0.2715267379655942,21.790545974529252,0.2929903602455012,21.250516704393515,0.29293384437397785
56882.292207792205,21.44782122521917,0.29138998107716035,21.418396000621257,0.30215405130788897,21.55717597139885,0.3217834863525439,21.51274714288226,0.23862917968003863,21.813040314802915,0.2544019641315777,21.273007274637187,0.25435336550768023
56885.344155844155,21.456931147353828,0.24210868168637906,21.447632243165682,0.25595672632728006,21.567032970389445,0.2706599417348176,21.52840845500039,0.1996484101584884,21.83066125801234,0.20722396781628705,21.29062570585035,0.2071862998916694
56888.396103896106,21.461073746301103,0.1886815683959278,21.47095675265191,0.2036226701567741,21.571438083496158,0.2160053804035098,21.539809006073586,0.1566679313773774,21.843283029416227,0.1526725947193235,21.303246286412705,0.15264888751133432
56891.44805194805,21.46037862980481,0.1397989291642882,21.48812245474716,0.15355625686827637,21.570527437636116,0.16775228247576562,21.546945436371598,0.11579481753416253,21.850883210310204,0.09537577961990172,21.310846618142875,0.0953687528168679
56894.5,21.455065723803504,0.11904310992305264,21.499031268257433,0.12958558178503254,21.56454295447449,0.1486823166929213,21.549895444192156,0.09507062558923218,21.853544195797014,0.06165786915626904,21.313509072562006,0.061660241790766755
